Shipment_ID,Origin_Hub,Destination_City,Courier_Partner,Distance_KM,Expected_Days,Actual_Days,Shipping_Cost_SAR,Weight_KG,Delivery_Status,Is_Delayed
KSA-LOG-1956,Riyadh Central Hub,Riyadh,SMSA Express,742,2,2,147.94,25.43,On-Time,0
KSA-LOG-1957,Jeddah Port Hub,Jeddah,Aramex KSA,663,2,4,87.71,3.87,Delayed - Traffic/Route,1
KSA-LOG-1958,Jeddah Port Hub,Madinah,SAL Express,1351,4,4,161.33,11.3,On-Time,0
KSA-LOG-1959,Dammam Logistics Gateway,Jeddah,SAL Express,545,2,2,185.6,46.8,On-Time,0
KSA-LOG-1960,Jeddah Port Hub,NEOM,SPL (Saudi Post),520,2,2,125.52,23.57,On-Time,0
KSA-LOG-1961,Dammam Logistics Gateway,NEOM,SAL Express,1007,3,4,161.94,22.55,Delayed - Traffic/Route,1
KSA-LOG-1962,Jeddah Port Hub,NEOM,SPL (Saudi Post),940,3,3,103.25,1.22,On-Time,0
KSA-LOG-1963,Riyadh Central Hub,Tabuk,Aramex KSA,807,3,3,121.44,12.75,On-Time,0
KSA-LOG-1964,Jeddah Port Hub,Khobar,Aramex KSA,885,3,6,204.25,43.38,Delayed - Warehouse,1
KSA-LOG-1965,Riyadh Central Hub,Tabuk,SAL Express,533,2,2,89.26,8.65,On-Time,0
KSA-LOG-1966,Dammam Logistics Gateway,Riyadh,SAL Express,211,1,3,94.5,21.05,Delayed - Customs,1
KSA-LOG-1967,Jeddah Port Hub,NEOM,Aramex KSA,654,2,5,80.34,1.21,Delayed - Customs,1
KSA-LOG-1968,Dammam Logistics Gateway,Madinah,Aramex KSA,388,1,3,116.49,24.18,Delayed - Traffic/Route,1
KSA-LOG-1969,Riyadh Central Hub,Jeddah,Aramex KSA,344,1,4,56.37,1.54,Delayed - Weather,1
KSA-LOG-1970,Dammam Logistics Gateway,Khobar,SAL Express,827,3,3,193.83,41.07,On-Time,0
KSA-LOG-1971,Madinah Distribution Center,Dammam,Aramex KSA,1395,4,5,239.92,41.33,Delayed - Customs,1
KSA-LOG-1972,Dammam Logistics Gateway,Madinah,Aramex KSA,210,1,4,140.52,39.49,Delayed - Traffic/Route,1
KSA-LOG-1973,Jeddah Port Hub,Khobar,Aramex KSA,1302,4,6,165.48,14.53,Delayed - Customs,1
KSA-LOG-1974,Jeddah Port Hub,Tabuk,Aramex KSA,1139,3,3,220.97,41.94,On-Time,0
KSA-LOG-1975,Jeddah Port Hub,Tabuk,Aramex KSA,834,3,4,160.17,27.38,Delayed - Customs,1
KSA-LOG-1976,Dammam Logistics Gateway,Madinah,Aramex KSA,305,1,1,96.9,19.0,On-Time,0
KSA-LOG-1977,Jeddah Port Hub,Tabuk,SAL Express,1072,3,6,189.38,31.45,Delayed - Customs,1
KSA-LOG-1978,Riyadh Central Hub,NEOM,SMSA Express,1017,3,3,109.14,1.11,On-Time,0
KSA-LOG-1979,Dammam Logistics Gateway,Riyadh,SAL Express,1052,3,3,128.11,7.58,On-Time,0
KSA-LOG-1980,Riyadh Central Hub,Jeddah,SMSA Express,1148,3,5,209.94,37.24,Delayed - Customs,1
KSA-LOG-1981,NEOM Supply Hub,Riyadh,SMSA Express,1124,3,3,146.4,12.59,On-Time,0
KSA-LOG-1982,Jeddah Port Hub,Khobar,SAL Express,1380,4,5,210.65,30.1,Delayed - Weather,1
KSA-LOG-1983,Jeddah Port Hub,Jeddah,SAL Express,537,2,5,116.86,19.56,Delayed - Weather,1
KSA-LOG-1984,Dammam Logistics Gateway,Jeddah,SAL Express,1036,3,5,214.9,42.81,Delayed - Traffic/Route,1
KSA-LOG-1985,Riyadh Central Hub,Riyadh,Aramex KSA,987,3,3,223.06,47.64,On-Time,0
KSA-LOG-1986,Dammam Logistics Gateway,Madinah,SPL (Saudi Post),489,2,2,174.72,44.24,On-Time,0
KSA-LOG-1987,Riyadh Central Hub,Jeddah,SAL Express,353,1,1,87.99,13.9,On-Time,0
KSA-LOG-1988,Jeddah Port Hub,Riyadh,SPL (Saudi Post),310,1,1,75.07,10.11,On-Time,0
KSA-LOG-1989,NEOM Supply Hub,Jeddah,SMSA Express,541,2,2,128.23,23.98,On-Time,0
KSA-LOG-1990,NEOM Supply Hub,Dammam,SAL Express,918,3,3,100.59,0.86,On-Time,0
KSA-LOG-1991,Dammam Logistics Gateway,Madinah,SAL Express,724,2,2,87.37,1.78,On-Time,0
KSA-LOG-1992,Jeddah Port Hub,NEOM,SMSA Express,683,2,5,149.36,27.89,Delayed - Warehouse,1
KSA-LOG-1993,Dammam Logistics Gateway,Jeddah,Aramex KSA,1243,4,7,190.09,26.26,Delayed - Customs,1
KSA-LOG-1994,Riyadh Central Hub,Dammam,Aramex KSA,1042,3,3,232.68,49.73,On-Time,0
KSA-LOG-1995,Jeddah Port Hub,NEOM,SAL Express,554,2,3,95.54,10.49,Delayed - Customs,1
KSA-LOG-1996,Madinah Distribution Center,NEOM,SAL Express,757,2,2,118.76,13.28,On-Time,0
KSA-LOG-1997,Jeddah Port Hub,Khobar,SMSA Express,977,3,3,118.46,6.12,On-Time,0
KSA-LOG-1998,Madinah Distribution Center,Jeddah,SAL Express,1293,4,5,243.24,45.92,Delayed - Customs,1
KSA-LOG-1999,Riyadh Central Hub,Riyadh,SAL Express,839,3,3,189.62,39.0,On-Time,0
